# ŦаƄȴℯ τᴏ ¢օƞνеɼȶ սηіҫօɗе ƈᴑȡe ρoɨոƭʂ ȶဝ ʈɦℯⅈг ɳeẚɼℯѕŧ ᗅЅСƗІ homoglyph
# Copyright (c) 2011-2026 Cristian Martinez <me-at-martinec.org>
#
# This data is released under the LGPLLR license. You can use it in commercial
# and non-commercial code with attribution. See http://spdx.org/licenses/LGPLLR
#
# Note:
# The rules to convert accented characters to their unaccented version are
# omitted. Unaccented characters can be obtained by removing the Combining
# Diacritical Marks from canonical mappings containg two-codepoints in the
# form <unaccented character> <combining diacritical mark>
#
# Format:
# <code point>;<normalization>;(glyph) (normalization);(glyph name) (normalization)
298B;005B;(⦋) ([);(LEFT SQUARE BRACKET WITH UNDERBAR) (LEFT SQUARE BRACKET)
298D;005B;(⦍) ([);(LEFT SQUARE BRACKET WITH TICK IN TOP CORNER) (LEFT SQUARE BRACKET)
298F;005B;(⦏) ([);(LEFT SQUARE BRACKET WITH TICK IN BOTTOM CORNER) (LEFT SQUARE BRACKET)
FE47;005B;(﹇) ([);(PRESENTATION FORM FOR VERTICAL LEFT SQUARE BRACKET) (LEFT SQUARE BRACKET)
FF3B;005B;(［) ([);(FULLWIDTH LEFT SQUARE BRACKET) (LEFT SQUARE BRACKET)
2216;005C;(∖) (\);(SET MINUS) (REVERSE SOLIDUS)
244A;005C 005C;(⑊) (\\);(OCR DOUBLE BACKSLASH) (REVERSE SOLIDUS  REVERSE SOLIDUS)
27CD;005C;(⟍) (\);(MATHEMATICAL FALLING DIAGONAL) (REVERSE SOLIDUS)
29F5;005C;(⧵) (\);(REVERSE SOLIDUS OPERATOR) (REVERSE SOLIDUS)
29F7;005C;(⧷) (\);(REVERSE SOLIDUS WITH HORIZONTAL STROKE) (REVERSE SOLIDUS)
29F9;005C;(⧹) (\);(BIG REVERSE SOLIDUS) (REVERSE SOLIDUS)
2CF9;005C 005C;(⳹) (\\);(COPTIC OLD NUBIAN FULL STOP) (REVERSE SOLIDUS  REVERSE SOLIDUS)
2F02;005C;(⼂) (\);(KANGXI RADICAL DOT) (REVERSE SOLIDUS)
31D4;005C;(㇔) (\);(CJK STROKE D) (REVERSE SOLIDUS)
4E36;005C;(丶) (\);(CJK UNIFIED IDEOGRAPH-4E36) (REVERSE SOLIDUS)
FE68;005C;(﹨) (\);(SMALL REVERSE SOLIDUS) (REVERSE SOLIDUS)
FF3C;005C;(＼) (\);(FULLWIDTH REVERSE SOLIDUS) (REVERSE SOLIDUS)
1D20F;005C;(𝈏) (\);(GREEK VOCAL NOTATION SYMBOL-16) (REVERSE SOLIDUS)
1D23B;005C;(𝈻) (\);(GREEK INSTRUMENTAL NOTATION SYMBOL-48) (REVERSE SOLIDUS)
2046;005D;(⁆) (]);(RIGHT SQUARE BRACKET WITH QUILL) (RIGHT SQUARE BRACKET)
298C;005D;(⦌) (]);(RIGHT SQUARE BRACKET WITH UNDERBAR) (RIGHT SQUARE BRACKET)
298E;005D;(⦎) (]);(RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER) (RIGHT SQUARE BRACKET)
2990;005D;(⦐) (]);(RIGHT SQUARE BRACKET WITH TICK IN TOP CORNER) (RIGHT SQUARE BRACKET)
FE48;005D;(﹈) (]);(PRESENTATION FORM FOR VERTICAL RIGHT SQUARE BRACKET) (RIGHT SQUARE BRACKET)
FF3D;005D;(］) (]);(FULLWIDTH RIGHT SQUARE BRACKET) (RIGHT SQUARE BRACKET)
02C4;005E;(˄) (^);(MODIFIER LETTER UP ARROWHEAD) (CIRCUMFLEX ACCENT)
02C6;005E;(ˆ) (^);(MODIFIER LETTER CIRCUMFLEX ACCENT) (CIRCUMFLEX ACCENT)
0302;005E;(̂) (^);(COMBINING CIRCUMFLEX ACCENT) (CIRCUMFLEX ACCENT)
2303;005E;(⌃) (^);(UP ARROWHEAD) (CIRCUMFLEX ACCENT)
FF3E;005E;(＾) (^);(FULLWIDTH CIRCUMFLEX ACCENT) (CIRCUMFLEX ACCENT)
02CD;005F;(ˍ) (_);(MODIFIER LETTER LOW MACRON) (LOW LINE)
0331;005F;(̱) (_);(COMBINING MACRON BELOW) (LOW LINE)
0332;005F;(̲) (_);(COMBINING LOW LINE) (LOW LINE)
07FA;005F;(ߺ) (_);(NKO LAJANYALAN) (LOW LINE)
FE33;005F;(︳) (_);(PRESENTATION FORM FOR VERTICAL LOW LINE) (LOW LINE)
FE4D;005F;(﹍) (_);(DASHED LOW LINE) (LOW LINE)
FE4E;005F;(﹎) (_);(CENTRELINE LOW LINE) (LOW LINE)
FE4F;005F;(﹏) (_);(WAVY LOW LINE) (LOW LINE)
FF3F;005F;(＿) (_);(FULLWIDTH LOW LINE) (LOW LINE)
00AA;0061;(ª) (a);(FEMININE ORDINAL INDICATOR) (LATIN SMALL LETTER A)
00E6;0061 0065;(æ) (ae);(LATIN SMALL LETTER AE) (LATIN SMALL LETTER A  LATIN SMALL LETTER E)
0251;0061;(ɑ) (a);(LATIN SMALL LETTER ALPHA) (LATIN SMALL LETTER A)
03B1;0061;(α) (a);(GREEK SMALL LETTER ALPHA) (LATIN SMALL LETTER A)
0430;0061;(а) (a);(CYRILLIC SMALL LETTER A) (LATIN SMALL LETTER A)
04D5;0061 0065;(ӕ) (ae);(CYRILLIC SMALL LIGATURE A IE) (LATIN SMALL LETTER A  LATIN SMALL LETTER E)
1D43;0061;(ᵃ) (a);(MODIFIER LETTER SMALL A) (LATIN SMALL LETTER A)
1E9A;0061;(ẚ) (a);(LATIN SMALL LETTER A WITH RIGHT HALF RING) (LATIN SMALL LETTER A)
2100;0061 002F 0063;(℀) (a/c);(ACCOUNT OF) (LATIN SMALL LETTER A  SOLIDUS  LATIN SMALL LETTER C)
2101;0061 002F 0073;(℁) (a/s);(ADDRESSED TO THE SUBJECT) (LATIN SMALL LETTER A  SOLIDUS  LATIN SMALL LETTER S)
237A;0061;(⍺) (a);(APL FUNCTIONAL SYMBOL ALPHA) (LATIN SMALL LETTER A)
24D0;0061;(ⓐ) (a);(CIRCLED LATIN SMALL LETTER A) (LATIN SMALL LETTER A)
33C2;0061 002E 006D 002E;(㏂) (a.m.);(SQUARE AM) (LATIN SMALL LETTER A  FULL STOP  LATIN SMALL LETTER M  FULL STOP)
A733;0061 0061;(ꜳ) (aa);(LATIN SMALL LETTER AA) (LATIN SMALL LETTER A  LATIN SMALL LETTER A)
A735;0061 006F;(ꜵ) (ao);(LATIN SMALL LETTER AO) (LATIN SMALL LETTER A  LATIN SMALL LETTER O)
A737;0061 0075;(ꜷ) (au);(LATIN SMALL LETTER AU) (LATIN SMALL LETTER A  LATIN SMALL LETTER U)
A739;0061 0076;(ꜹ) (av);(LATIN SMALL LETTER AV) (LATIN SMALL LETTER A  LATIN SMALL LETTER V)
A73B;0061 0076;(ꜻ) (av);(LATIN SMALL LETTER AV WITH HORIZONTAL BAR) (LATIN SMALL LETTER A  LATIN SMALL LETTER V)
A73D;0061 0079;(ꜽ) (ay);(LATIN SMALL LETTER AY) (LATIN SMALL LETTER A  LATIN SMALL LETTER Y)
FF41;0061;(ａ) (a);(FULLWIDTH LATIN SMALL LETTER A) (LATIN SMALL LETTER A)
1D41A;0061;(𝐚) (a);(MATHEMATICAL BOLD SMALL A) (LATIN SMALL LETTER A)
1D44E;0061;(𝑎) (a);(MATHEMATICAL ITALIC SMALL A) (LATIN SMALL LETTER A)
1D482;0061;(𝒂) (a);(MATHEMATICAL BOLD ITALIC SMALL A) (LATIN SMALL LETTER A)
1D4B6;0061;(𝒶) (a);(MATHEMATICAL SCRIPT SMALL A) (LATIN SMALL LETTER A)
1D4EA;0061;(𝓪) (a);(MATHEMATICAL BOLD SCRIPT SMALL A) (LATIN SMALL LETTER A)
1D51E;0061;(𝔞) (a);(MATHEMATICAL FRAKTUR SMALL A) (LATIN SMALL LETTER A)
1D552;0061;(𝕒) (a);(MATHEMATICAL DOUBLE-STRUCK SMALL A) (LATIN SMALL LETTER A)
1D586;0061;(𝖆) (a);(MATHEMATICAL BOLD FRAKTUR SMALL A) (LATIN SMALL LETTER A)
1D5BA;0061;(𝖺) (a);(MATHEMATICAL SANS-SERIF SMALL A) (LATIN SMALL LETTER A)
1D5EE;0061;(𝗮) (a);(MATHEMATICAL SANS-SERIF BOLD SMALL A) (LATIN SMALL LETTER A)
1D622;0061;(𝘢) (a);(MATHEMATICAL SANS-SERIF ITALIC SMALL A) (LATIN SMALL LETTER A)
1D656;0061;(𝙖) (a);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL A) (LATIN SMALL LETTER A)
1D68A;0061;(𝚊) (a);(MATHEMATICAL MONOSPACE SMALL A) (LATIN SMALL LETTER A)
1D6C2;0061;(𝛂) (a);(MATHEMATICAL BOLD SMALL ALPHA) (LATIN SMALL LETTER A)
1D6FC;0061;(𝛼) (a);(MATHEMATICAL ITALIC SMALL ALPHA) (LATIN SMALL LETTER A)
1D736;0061;(𝜶) (a);(MATHEMATICAL BOLD ITALIC SMALL ALPHA) (LATIN SMALL LETTER A)
1D770;0061;(𝝰) (a);(MATHEMATICAL SANS-SERIF BOLD SMALL ALPHA) (LATIN SMALL LETTER A)
1D7AA;0061;(𝞪) (a);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL ALPHA) (LATIN SMALL LETTER A)
0180;0062;(ƀ) (b);(LATIN SMALL LETTER B WITH STROKE) (LATIN SMALL LETTER B)
0182;0062;(Ƃ) (b);(LATIN CAPITAL LETTER B WITH TOPBAR) (LATIN SMALL LETTER B)
0183;0062;(ƃ) (b);(LATIN SMALL LETTER B WITH TOPBAR) (LATIN SMALL LETTER B)
0184;0062;(Ƅ) (b);(LATIN CAPITAL LETTER TONE SIX) (LATIN SMALL LETTER B)
0253;0062;(ɓ) (b);(LATIN SMALL LETTER B WITH HOOK) (LATIN SMALL LETTER B)
0411;0062;(Б) (b);(CYRILLIC CAPITAL LETTER BE) (LATIN SMALL LETTER B)
042B;0062 006C;(Ы) (bl);(CYRILLIC CAPITAL LETTER YERU) (LATIN SMALL LETTER B  LATIN SMALL LETTER L)
042C;0062;(Ь) (b);(CYRILLIC CAPITAL LETTER SOFT SIGN) (LATIN SMALL LETTER B)
044A;0062;(ъ) (b);(CYRILLIC SMALL LETTER HARD SIGN) (LATIN SMALL LETTER B)
044B;0062 006C;(ы) (bl);(CYRILLIC SMALL LETTER YERU) (LATIN SMALL LETTER B  LATIN SMALL LETTER L)
0462;0062;(Ѣ) (b);(CYRILLIC CAPITAL LETTER YAT) (LATIN SMALL LETTER B)
0463;0062;(ѣ) (b);(CYRILLIC SMALL LETTER YAT) (LATIN SMALL LETTER B)
048C;0062;(Ҍ) (b);(CYRILLIC CAPITAL LETTER SEMISOFT SIGN) (LATIN SMALL LETTER B)
048D;0062;(ҍ) (b);(CYRILLIC SMALL LETTER SEMISOFT SIGN) (LATIN SMALL LETTER B)
13CF;0062;(Ꮟ) (b);(CHEROKEE LETTER SI) (LATIN SMALL LETTER B)
15AF;0062;(ᖯ) (b);(CANADIAN SYLLABICS AIVILIK B) (LATIN SMALL LETTER B)
1D47;0062;(ᵇ) (b);(MODIFIER LETTER SMALL B) (LATIN SMALL LETTER B)
24D1;0062;(ⓑ) (b);(CIRCLED LATIN SMALL LETTER B) (LATIN SMALL LETTER B)
3374;0062 0061 0072;(㍴) (bar);(SQUARE BAR) (LATIN SMALL LETTER B  LATIN SMALL LETTER A  LATIN SMALL LETTER R)
FF42;0062;(ｂ) (b);(FULLWIDTH LATIN SMALL LETTER B) (LATIN SMALL LETTER B)
1D41B;0062;(𝐛) (b);(MATHEMATICAL BOLD SMALL B) (LATIN SMALL LETTER B)
1D44F;0062;(𝑏) (b);(MATHEMATICAL ITALIC SMALL B) (LATIN SMALL LETTER B)
1D483;0062;(𝒃) (b);(MATHEMATICAL BOLD ITALIC SMALL B) (LATIN SMALL LETTER B)
1D4B7;0062;(𝒷) (b);(MATHEMATICAL SCRIPT SMALL B) (LATIN SMALL LETTER B)
1D4EB;0062;(𝓫) (b);(MATHEMATICAL BOLD SCRIPT SMALL B) (LATIN SMALL LETTER B)
1D51F;0062;(𝔟) (b);(MATHEMATICAL FRAKTUR SMALL B) (LATIN SMALL LETTER B)
1D553;0062;(𝕓) (b);(MATHEMATICAL DOUBLE-STRUCK SMALL B) (LATIN SMALL LETTER B)
1D587;0062;(𝖇) (b);(MATHEMATICAL BOLD FRAKTUR SMALL B) (LATIN SMALL LETTER B)
1D5BB;0062;(𝖻) (b);(MATHEMATICAL SANS-SERIF SMALL B) (LATIN SMALL LETTER B)
1D5EF;0062;(𝗯) (b);(MATHEMATICAL SANS-SERIF BOLD SMALL B) (LATIN SMALL LETTER B)
1D623;0062;(𝘣) (b);(MATHEMATICAL SANS-SERIF ITALIC SMALL B) (LATIN SMALL LETTER B)
1D657;0062;(𝙗) (b);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL B) (LATIN SMALL LETTER B)
1D68B;0062;(𝚋) (b);(MATHEMATICAL MONOSPACE SMALL B) (LATIN SMALL LETTER B)
00A2;0063;(¢) (c);(CENT SIGN) (LATIN SMALL LETTER C)
0188;0063;(ƈ) (c);(LATIN SMALL LETTER C WITH HOOK) (LATIN SMALL LETTER C)
0255;0063;(ɕ) (c);(LATIN SMALL LETTER C WITH CURL) (LATIN SMALL LETTER C)
03F2;0063;(ϲ) (c);(GREEK LUNATE SIGMA SYMBOL) (LATIN SMALL LETTER C)
0441;0063;(с) (c);(CYRILLIC SMALL LETTER ES) (LATIN SMALL LETTER C)
04AB;0063;(ҫ) (c);(CYRILLIC SMALL LETTER ES WITH DESCENDER) (LATIN SMALL LETTER C)
1D04;0063;(ᴄ) (c);(LATIN LETTER SMALL CAPITAL C) (LATIN SMALL LETTER C)
2105;0063 002F 006F;(℅) (c/o);(CARE OF) (LATIN SMALL LETTER C  SOLIDUS  LATIN SMALL LETTER O)
2106;0063 002F 0075;(℆) (c/u);(CADA UNA) (LATIN SMALL LETTER C  SOLIDUS  LATIN SMALL LETTER U)
217D;0063;(ⅽ) (c);(SMALL ROMAN NUMERAL ONE HUNDRED) (LATIN SMALL LETTER C)
24D2;0063;(ⓒ) (c);(CIRCLED LATIN SMALL LETTER C) (LATIN SMALL LETTER C)
2CA5;0063;(ⲥ) (c);(COPTIC SMALL LETTER SIMA) (LATIN SMALL LETTER C)
3388;0063 0061 006C;(㎈) (cal);(SQUARE CAL) (LATIN SMALL LETTER C  LATIN SMALL LETTER A  LATIN SMALL LETTER L)
339D;0063 006D;(㎝) (cm);(SQUARE CM) (LATIN SMALL LETTER C  LATIN SMALL LETTER M)
33A0;0063 006D 0032;(㎠) (cm2);(SQUARE CM SQUARED) (LATIN SMALL LETTER C  LATIN SMALL LETTER M  DIGIT TWO)
33A4;0063 006D 0033;(㎤) (cm3);(SQUARE CM CUBED) (LATIN SMALL LETTER C  LATIN SMALL LETTER M  DIGIT THREE)
33C4;0063 0063;(㏄) (cc);(SQUARE CC) (LATIN SMALL LETTER C  LATIN SMALL LETTER C)
33C5;0063 0064;(㏅) (cd);(SQUARE CD) (LATIN SMALL LETTER C  LATIN SMALL LETTER D)
FF43;0063;(ｃ) (c);(FULLWIDTH LATIN SMALL LETTER C) (LATIN SMALL LETTER C)
1043D;0063;(𐐽) (c);(DESERET SMALL LETTER CHEE) (LATIN SMALL LETTER C)
1D41C;0063;(𝐜) (c);(MATHEMATICAL BOLD SMALL C) (LATIN SMALL LETTER C)
1D450;0063;(𝑐) (c);(MATHEMATICAL ITALIC SMALL C) (LATIN SMALL LETTER C)
1D484;0063;(𝒄) (c);(MATHEMATICAL BOLD ITALIC SMALL C) (LATIN SMALL LETTER C)
1D4B8;0063;(𝒸) (c);(MATHEMATICAL SCRIPT SMALL C) (LATIN SMALL LETTER C)
1D4EC;0063;(𝓬) (c);(MATHEMATICAL BOLD SCRIPT SMALL C) (LATIN SMALL LETTER C)
1D520;0063;(𝔠) (c);(MATHEMATICAL FRAKTUR SMALL C) (LATIN SMALL LETTER C)
1D554;0063;(𝕔) (c);(MATHEMATICAL DOUBLE-STRUCK SMALL C) (LATIN SMALL LETTER C)
1D588;0063;(𝖈) (c);(MATHEMATICAL BOLD FRAKTUR SMALL C) (LATIN SMALL LETTER C)
1D5BC;0063;(𝖼) (c);(MATHEMATICAL SANS-SERIF SMALL C) (LATIN SMALL LETTER C)
1D5F0;0063;(𝗰) (c);(MATHEMATICAL SANS-SERIF BOLD SMALL C) (LATIN SMALL LETTER C)
1D624;0063;(𝘤) (c);(MATHEMATICAL SANS-SERIF ITALIC SMALL C) (LATIN SMALL LETTER C)
1D658;0063;(𝙘) (c);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL C) (LATIN SMALL LETTER C)
1D68C;0063;(𝚌) (c);(MATHEMATICAL MONOSPACE SMALL C) (LATIN SMALL LETTER C)
0111;0064;(đ) (d);(LATIN SMALL LETTER D WITH STROKE) (LATIN SMALL LETTER D)
018B;0064;(Ƌ) (d);(LATIN CAPITAL LETTER D WITH TOPBAR) (LATIN SMALL LETTER D)
018C;0064;(ƌ) (d);(LATIN SMALL LETTER D WITH TOPBAR) (LATIN SMALL LETTER D)
01C6;0064 007A;(ǆ) (dz);(LATIN SMALL LETTER DZ WITH CARON) (LATIN SMALL LETTER D  LATIN SMALL LETTER Z)
01F3;0064 007A;(ǳ) (dz);(LATIN SMALL LETTER DZ) (LATIN SMALL LETTER D  LATIN SMALL LETTER Z)
0221;0064;(ȡ) (d);(LATIN SMALL LETTER D WITH CURL) (LATIN SMALL LETTER D)
0256;0064;(ɖ) (d);(LATIN SMALL LETTER D WITH TAIL) (LATIN SMALL LETTER D)
0257;0064;(ɗ) (d);(LATIN SMALL LETTER D WITH HOOK) (LATIN SMALL LETTER D)
02A3;0064 007A;(ʣ) (dz);(LATIN SMALL LETTER DZ DIGRAPH) (LATIN SMALL LETTER D  LATIN SMALL LETTER Z)
02A4;0064 0065;(ʤ) (de);(LATIN SMALL LETTER DEZH DIGRAPH) (LATIN SMALL LETTER D  LATIN SMALL LETTER E)
02A5;0064 007A;(ʥ) (dz);(LATIN SMALL LETTER DZ DIGRAPH WITH CURL) (LATIN SMALL LETTER D  LATIN SMALL LETTER Z)
0501;0064;(ԁ) (d);(CYRILLIC SMALL LETTER KOMI DE) (LATIN SMALL LETTER D)
13E7;0064;(Ꮷ) (d);(CHEROKEE LETTER TSU) (LATIN SMALL LETTER D)
146F;0064;(ᑯ) (d);(CANADIAN SYLLABICS KO) (LATIN SMALL LETTER D)
147A;0064;(ᑺ) (d);(CANADIAN SYLLABICS KWO) (LATIN SMALL LETTER D)
147B;0064;(ᑻ) (d);(CANADIAN SYLLABICS WEST-CREE KWO) (LATIN SMALL LETTER D)
1487;0064;(ᒇ) (d);(CANADIAN SYLLABICS SOUTH-SLAVEY KOH) (LATIN SMALL LETTER D)
1581;0064;(ᖁ) (d);(CANADIAN SYLLABICS QO) (LATIN SMALL LETTER D)
1D48;0064;(ᵈ) (d);(MODIFIER LETTER SMALL D) (LATIN SMALL LETTER D)
20AB;0064;(₫) (d);(DONG SIGN) (LATIN SMALL LETTER D)
2146;0064;(ⅆ) (d);(DOUBLE-STRUCK ITALIC SMALL D) (LATIN SMALL LETTER D)
217E;0064;(ⅾ) (d);(SMALL ROMAN NUMERAL FIVE HUNDRED) (LATIN SMALL LETTER D)
24D3;0064;(ⓓ) (d);(CIRCLED LATIN SMALL LETTER D) (LATIN SMALL LETTER D)
3372;0064 0061;(㍲) (da);(SQUARE DA) (LATIN SMALL LETTER D  LATIN SMALL LETTER A)
3377;0064 006D;(㍷) (dm);(SQUARE DM) (LATIN SMALL LETTER D  LATIN SMALL LETTER M)
3378;0064 006D 0032;(㍸) (dm2);(SQUARE DM SQUARED) (LATIN SMALL LETTER D  LATIN SMALL LETTER M  DIGIT TWO)
3379;0064 006D 0033;(㍹) (dm3);(SQUARE DM CUBED) (LATIN SMALL LETTER D  LATIN SMALL LETTER M  DIGIT THREE)
3397;0064 006C;(㎗) (dl);(SQUARE DL) (LATIN SMALL LETTER D  LATIN SMALL LETTER L)
33C8;0064 0042;(㏈) (dB);(SQUARE DB) (LATIN SMALL LETTER D  LATIN CAPITAL LETTER B)
A4D2;0064;(ꓒ) (d);(LISU LETTER PHA) (LATIN SMALL LETTER D)
FF44;0064;(ｄ) (d);(FULLWIDTH LATIN SMALL LETTER D) (LATIN SMALL LETTER D)
1D41D;0064;(𝐝) (d);(MATHEMATICAL BOLD SMALL D) (LATIN SMALL LETTER D)
1D451;0064;(𝑑) (d);(MATHEMATICAL ITALIC SMALL D) (LATIN SMALL LETTER D)
1D485;0064;(𝒅) (d);(MATHEMATICAL BOLD ITALIC SMALL D) (LATIN SMALL LETTER D)
1D4B9;0064;(𝒹) (d);(MATHEMATICAL SCRIPT SMALL D) (LATIN SMALL LETTER D)
1D4ED;0064;(𝓭) (d);(MATHEMATICAL BOLD SCRIPT SMALL D) (LATIN SMALL LETTER D)
1D521;0064;(𝔡) (d);(MATHEMATICAL FRAKTUR SMALL D) (LATIN SMALL LETTER D)
1D555;0064;(𝕕) (d);(MATHEMATICAL DOUBLE-STRUCK SMALL D) (LATIN SMALL LETTER D)
1D589;0064;(𝖉) (d);(MATHEMATICAL BOLD FRAKTUR SMALL D) (LATIN SMALL LETTER D)
1D5BD;0064;(𝖽) (d);(MATHEMATICAL SANS-SERIF SMALL D) (LATIN SMALL LETTER D)
1D5F1;0064;(𝗱) (d);(MATHEMATICAL SANS-SERIF BOLD SMALL D) (LATIN SMALL LETTER D)
1D625;0064;(𝘥) (d);(MATHEMATICAL SANS-SERIF ITALIC SMALL D) (LATIN SMALL LETTER D)
1D659;0064;(𝙙) (d);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL D) (LATIN SMALL LETTER D)
1D68D;0064;(𝚍) (d);(MATHEMATICAL MONOSPACE SMALL D) (LATIN SMALL LETTER D)
0435;0065;(е) (e);(CYRILLIC SMALL LETTER IE) (LATIN SMALL LETTER E)
04BD;0065;(ҽ) (e);(CYRILLIC SMALL LETTER ABKHASIAN CHE) (LATIN SMALL LETTER E)
1D14;0065 006F;(ᴔ) (eo);(LATIN SMALL LETTER TURNED OE) (LATIN SMALL LETTER E  LATIN SMALL LETTER O)
1D49;0065;(ᵉ) (e);(MODIFIER LETTER SMALL E) (LATIN SMALL LETTER E)
212E;0065;(℮) (e);(ESTIMATED SYMBOL) (LATIN SMALL LETTER E)
212F;0065;(ℯ) (e);(SCRIPT SMALL E) (LATIN SMALL LETTER E)
2147;0065;(ⅇ) (e);(DOUBLE-STRUCK ITALIC SMALL E) (LATIN SMALL LETTER E)
24D4;0065;(ⓔ) (e);(CIRCLED LATIN SMALL LETTER E) (LATIN SMALL LETTER E)
32CD;0065 0072 0067;(㋍) (erg);(SQUARE ERG) (LATIN SMALL LETTER E  LATIN SMALL LETTER R  LATIN SMALL LETTER G)
32CE;0065 0056;(㋎) (eV);(SQUARE EV) (LATIN SMALL LETTER E  LATIN CAPITAL LETTER V)
AB32;0065;(ꬲ) (e);(LATIN SMALL LETTER BLACKLETTER E) (LATIN SMALL LETTER E)
FF45;0065;(ｅ) (e);(FULLWIDTH LATIN SMALL LETTER E) (LATIN SMALL LETTER E)
1D41E;0065;(𝐞) (e);(MATHEMATICAL BOLD SMALL E) (LATIN SMALL LETTER E)
1D452;0065;(𝑒) (e);(MATHEMATICAL ITALIC SMALL E) (LATIN SMALL LETTER E)
1D486;0065;(𝒆) (e);(MATHEMATICAL BOLD ITALIC SMALL E) (LATIN SMALL LETTER E)
1D4EE;0065;(𝓮) (e);(MATHEMATICAL BOLD SCRIPT SMALL E) (LATIN SMALL LETTER E)
1D522;0065;(𝔢) (e);(MATHEMATICAL FRAKTUR SMALL E) (LATIN SMALL LETTER E)
1D556;0065;(𝕖) (e);(MATHEMATICAL DOUBLE-STRUCK SMALL E) (LATIN SMALL LETTER E)
1D58A;0065;(𝖊) (e);(MATHEMATICAL BOLD FRAKTUR SMALL E) (LATIN SMALL LETTER E)
1D5BE;0065;(𝖾) (e);(MATHEMATICAL SANS-SERIF SMALL E) (LATIN SMALL LETTER E)
1D5F2;0065;(𝗲) (e);(MATHEMATICAL SANS-SERIF BOLD SMALL E) (LATIN SMALL LETTER E)
1D626;0065;(𝘦) (e);(MATHEMATICAL SANS-SERIF ITALIC SMALL E) (LATIN SMALL LETTER E)
1D65A;0065;(𝙚) (e);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL E) (LATIN SMALL LETTER E)
1D68E;0065;(𝚎) (e);(MATHEMATICAL MONOSPACE SMALL E) (LATIN SMALL LETTER E)
017F;0066;(ſ) (f);(LATIN SMALL LETTER LONG S) (LATIN SMALL LETTER F)
0192;0066;(ƒ) (f);(LATIN SMALL LETTER F WITH HOOK) (LATIN SMALL LETTER F)
02A9;0066 006E;(ʩ) (fn);(LATIN SMALL LETTER FENG DIGRAPH) (LATIN SMALL LETTER F  LATIN SMALL LETTER N)
0493;0066;(ғ) (f);(CYRILLIC SMALL LETTER GHE WITH STROKE) (LATIN SMALL LETTER F)
1E9D;0066;(ẝ) (f);(LATIN SMALL LETTER LONG S WITH HIGH STROKE) (LATIN SMALL LETTER F)
24D5;0066;(ⓕ) (f);(CIRCLED LATIN SMALL LETTER F) (LATIN SMALL LETTER F)
3399;0066 006D;(㎙) (fm);(SQUARE FM) (LATIN SMALL LETTER F  LATIN SMALL LETTER M)
A799;0066;(ꞙ) (f);(LATIN SMALL LETTER F WITH STROKE) (LATIN SMALL LETTER F)
AB35;0066;(ꬵ) (f);(LATIN SMALL LETTER LENIS F) (LATIN SMALL LETTER F)
FB00;0066 0066;(ﬀ) (ff);(LATIN SMALL LIGATURE FF) (LATIN SMALL LETTER F  LATIN SMALL LETTER F)
FB01;0066 0069;(ﬁ) (fi);(LATIN SMALL LIGATURE FI) (LATIN SMALL LETTER F  LATIN SMALL LETTER I)
FB02;0066 006C;(ﬂ) (fl);(LATIN SMALL LIGATURE FL) (LATIN SMALL LETTER F  LATIN SMALL LETTER L)
FB03;0066 0066 0069;(ﬃ) (ffi);(LATIN SMALL LIGATURE FFI) (LATIN SMALL LETTER F  LATIN SMALL LETTER F  LATIN SMALL LETTER I)
FB04;0066 0066 006C;(ﬄ) (ffl);(LATIN SMALL LIGATURE FFL) (LATIN SMALL LETTER F  LATIN SMALL LETTER F  LATIN SMALL LETTER L)
FB05;0066 0074;(ﬅ) (ft);(LATIN SMALL LIGATURE LONG S T) (LATIN SMALL LETTER F  LATIN SMALL LETTER T)
FF46;0066;(ｆ) (f);(FULLWIDTH LATIN SMALL LETTER F) (LATIN SMALL LETTER F)
1D41F;0066;(𝐟) (f);(MATHEMATICAL BOLD SMALL F) (LATIN SMALL LETTER F)
1D453;0066;(𝑓) (f);(MATHEMATICAL ITALIC SMALL F) (LATIN SMALL LETTER F)
1D487;0066;(𝒇) (f);(MATHEMATICAL BOLD ITALIC SMALL F) (LATIN SMALL LETTER F)
1D4BB;0066;(𝒻) (f);(MATHEMATICAL SCRIPT SMALL F) (LATIN SMALL LETTER F)
1D4EF;0066;(𝓯) (f);(MATHEMATICAL BOLD SCRIPT SMALL F) (LATIN SMALL LETTER F)
1D523;0066;(𝔣) (f);(MATHEMATICAL FRAKTUR SMALL F) (LATIN SMALL LETTER F)
1D557;0066;(𝕗) (f);(MATHEMATICAL DOUBLE-STRUCK SMALL F) (LATIN SMALL LETTER F)
1D58B;0066;(𝖋) (f);(MATHEMATICAL BOLD FRAKTUR SMALL F) (LATIN SMALL LETTER F)
1D5BF;0066;(𝖿) (f);(MATHEMATICAL SANS-SERIF SMALL F) (LATIN SMALL LETTER F)
